Production_Budget,Domestic_Gross
8000000.00,17843379.00
1700000.00,2039192.00
75000000.00,14010690.00
40000000.00,22365133.00
30000000.00,12017369.00
16000000.00,52894169.00
1600000.00,27795.00
30000000.00,4167493.00
180000.00,933933.00
10000000.00,63465522.00
40000000.00,28544120.00
6000.00,48482.00
22000000.00,19288130.00
600000.00,15030.00
10000000.00,10827813.00
3000000.00,3076820.00
40000000.00,36443442.00
6000000.00,6852450.00
66000.00,541636.00
23000000.00,10660147.00
12000000.00,2062406.00
1000000.00,5494.00
60000000.00,22508689.00
14000000.00,4741987.00
5000000.00,19421271.00
4000000.00,64359.00
65000000.00,171479930.00
13000000.00,38177966.00
55000000.00,34105207.00
8300000.00,2160710.00
5000000.00,99147.00
50000000.00,23159305.00
13000000.00,6276869.00
3000000.00,51773.00
75000000.00,64062587.00
33000000.00,8408835.00
20700000.00,2840417.00
14000000.00,6552255.00
8500000.00,14943582.00
66000000.00,87707396.00
15000000.00,4023741.00
2000000.00,1152411.00
50000000.00,81526121.00
6000000.00,4398989.00
30000000.00,106885658.00
11000000.00,38230075.00
1350000.00,3897569.00
68000000.00,28965197.00
48000000.00,66488090.00
21000000.00,21731001.00
14000000.00,14395874.00
115000000.00,474544677.00
15000000.00,8322608.00
375000.00,617172.00
42000000.00,116089678.00
16000000.00,11810854.00
4000000.00,399793.00
68000000.00,29762011.00
48000000.00,69304264.00
40000000.00,293506292.00
10000000.00,836641.00
145000000.00,171091819.00
60000000.00,102705852.00
10700000.00,18542974.00
1750000.00,7267324.00
30000000.00,163479795.00
175000000.00,113805681.00
21000000.00,52037603.00
80000000.00,155385488.00
24000000.00,16304786.00
600000.00,140539099.00
65000000.00,55691208.00
27000000.00,31770413.00
6000000.00,25059640.00
4000000.00,34145.00
80000000.00,91188905.00
75000000.00,97387965.00
10000000.00,10571408.00
60000000.00,73648228.00
70000000.00,152257509.00
500000.00,985341.00
250000.00,18195.00
64000000.00,31054924.00
14000000.00,30628981.00
10000000.00,3193102.00
2000000.00,11540607.00
700000.00,10508.00
32000000.00,2899970.00
55000000.00,66458769.00
25000000.00,10115014.00
16000000.00,4217115.00
40000000.00,33864342.00
40000000.00,10447421.00
7000000.00,14026509.00
125000000.00,32698899.00
34000000.00,10672566.00
22000000.00,9818792.00
15000000.00,11614954.00
7000000.00,2165637.00
5700000.00,69582.00
6500000.00,16875273.00
1600000.00,6026908.00
21500000.00,24419219.00
12000000.00,101800948.00
15000000.00,130058047.00
50000000.00,35188640.00
36000000.00,68208190.00
12000000.00,178287.00
3500000.00,9871.00
250000.00,178095.00
40000000.00,116735231.00
28700000.00,4559569.00
18000000.00,229311.00
15000000.00,4956401.00
35000000.00,206040085.00
32000000.00,50041732.00
12000000.00,21133087.00
4000000.00,2793776.00
30000000.00,85744662.00
13000000.00,5871603.00
60000000.00,136801374.00
18000000.00,65535067.00
11900000.00,81897.00
65000000.00,37030102.00
50000000.00,27100030.00
10000000.00,6197866.00
7200000.00,12610552.00
32000000.00,16640210.00
21000000.00,17396.00
20000000.00,10570375.00
15000000.00,1954202.00
9000000.00,34102780.00
6500000.00,10155691.00
500000.00,2047570.00
20000000.00,2374107.00
19000000.00,40846082.00
13000000.00,22858926.00
3250000.00,7680.00
10000000.00,10019109.00
135000000.00,126930660.00
90000000.00,245852179.00
70000000.00,101068340.00
100000000.00,66889043.00
35000000.00,630779.00
27000000.00,4485485.00
312000.00,1350248.00
60000000.00,36850101.00
35000000.00,26613620.00
30000000.00,52880016.00
4500000.00,1687311.00
40000000.00,13508635.00
30000000.00,11578022.00
21000000.00,17760244.00
13000000.00,27151490.00
10000000.00,15164492.00
3000000.00,9017070.00
50000000.00,14271297.00
23000000.00,18653615.00
15000000.00,824295.00
10000000.00,30651422.00
105000000.00,140015224.00
90000000.00,58220776.00
75000000.00,39251128.00
37000000.00,22450975.00
20000000.00,6201757.00
24000000.00,28871190.00
60000000.00,75530832.00
52000000.00,34580635.00
45000000.00,71423726.00
40000000.00,81292135.00
36000000.00,14378353.00
25000000.00,13038660.00
24000000.00,8427204.00
27000.00,8231.00
38000000.00,50699241.00
80000000.00,60507228.00
4000000.00,9821335.00
15000000.00,12801190.00
3000000.00,4142507.00
1000000.00,779137.00
60000000.00,14218868.00
25000.00,195043.00
9000000.00,20035310.00
7000000.00,30471.00
36000000.00,2954405.00
15000000.00,16500786.00
4000000.00,185577.00
33000000.00,117559438.00
40000000.00,36037909.00
24000000.00,57262492.00
23000000.00,39235088.00
9000000.00,16963963.00
35000000.00,19389454.00
36000000.00,23360779.00
50000000.00,6291602.00
25000000.00,14983572.00
16000000.00,15427192.00
2000000.00,3330230.00
90000000.00,125305545.00
60000000.00,30695227.00
50000000.00,125548685.00
23000000.00,53302314.00
25000000.00,55973336.00
15000000.00,10494147.00
15000000.00,8735529.00
95000000.00,50802661.00
20000000.00,27277055.00
15000000.00,35007180.00
40000000.00,89138076.00
10000000.00,1638202.00
90000000.00,73209340.00
65000000.00,90454043.00
45000000.00,60786269.00
4000000.00,12178602.00
4000000.00,267972.00
43000000.00,37035515.00
29000000.00,37036404.00
8000000.00,15070285.00
3000000.00,4170647.00
3500000.00,886410.00
62000000.00,77086030.00
15000000.00,27441122.00
14000000.00,5108820.00
6000000.00,4859475.00
58000000.00,35231365.00
31000000.00,44983704.00
15000000.00,33771174.00
10000000.00,5241315.00
103000000.00,187683805.00
34000000.00,6543194.00
7000000.00,18642318.00
3300000.00,104257.00
1300000.00,609042.00
1000000.00,428535.00
127500000.00,137748063.00
18000000.00,17266359.00
16000000.00,68525609.00
120000000.00,215409889.00
55000000.00,56932305.00
2000000.00,121807.00
55000000.00,166225040.00
40000000.00,14967182.00
10000000.00,2185266.00
5000000.00,9628751.00
4500000.00,3635482.00
80000000.00,9103630.00
75000000.00,22751979.00
53012938.00,70327868.00
16000000.00,21799652.00
2500000.00,1282084.00
42000000.00,106793915.00
51000000.00,90570999.00
150000.00,110719.00
110000000.00,113330342.00
120000000.00,182618434.00
76000000.00,26000610.00
60000000.00,61322858.00
24000000.00,32662299.00
24000000.00,12372410.00
65000000.00,69688384.00
19000000.00,157019771.00
1200000.00,2205627.00
75000000.00,157299717.00
250000.00,1055671.00
15000000.00,5217498.00
90000000.00,155464351.00
30000000.00,43746923.00
20000000.00,15464026.00
19000000.00,15911332.00
84000000.00,123307945.00
33000000.00,28946615.00
24000000.00,25170054.00
9000000.00,6047856.00
2500000.00,9598.00
1000000.00,623791.00
75000000.00,68473360.00
65000000.00,32598931.00
35000000.00,15185241.00
15000000.00,128067808.00
10000000.00,30093107.00
35000000.00,61280963.00
3000000.00,38168022.00
1000000.00,10037390.00
40000000.00,30199105.00
23000000.00,13019253.00
10000000.00,68353550.00
40000.00,277233.00
103300000.00,101643008.00
500000.00,1115313.00
60000000.00,32522352.00
35000000.00,15325127.00
16000000.00,4734235.00
225000.00,1032075.00
15000000.00,21468807.00
12500000.00,4157491.00
8000000.00,5018450.00
1000000.00,12996.00
6000000.00,18621249.00
30000000.00,115654751.00
9000000.00,3134509.00
1000000.00,1744858.00
90000000.00,60874615.00
38000000.00,18653746.00
800000.00,144583.00
300000.00,2637726.00
80000000.00,39442871.00
80000000.00,17480890.00
32000000.00,48814909.00
1200000.00,9180275.00
28000000.00,16779636.00
11000000.00,13592872.00
9000000.00,17804273.00
5000000.00,21995263.00
3000000.00,39852.00
48000000.00,37879996.00
40000000.00,33508922.00
20000000.00,882710.00
2000000.00,11546543.00
65000000.00,10014234.00
22000000.00,13555988.00
15000000.00,26421314.00
5250000.00,20097.00
42000.00,241816.00
600000.00,173599.00
50000000.00,39778599.00
20000000.00,45542421.00
13000000.00,60008303.00
200000.00,1161843.00
50000000.00,44737059.00
40000000.00,37752931.00
40000000.00,29374178.00
10000000.00,1276984.00
6800000.00,927107.00
123000000.00,260044825.00
82000000.00,34543701.00
35000000.00,36805288.00
30000000.00,76501438.00
85000000.00,66941559.00
73243106.00,94999143.00
13500000.00,7060876.00
9500000.00,57176582.00
7000000.00,34099640.00
80000000.00,21471685.00
18000000.00,17200925.00
12000000.00,6982680.00
8000000.00,4714090.00
2000000.00,1577287.00
100000000.00,89296573.00
65000000.00,182805123.00
25000000.00,71309760.00
13000000.00,46729374.00
6000000.00,8596914.00
43000000.00,51768623.00
10000000.00,12008642.00
85000000.00,233632142.00
80000000.00,34566746.00
60000000.00,75764085.00
45000000.00,106807667.00
45000000.00,15527125.00
28000000.00,33000377.00
26000000.00,45506619.00
10000000.00,3041803.00
4000000.00,75078.00
48000000.00,124107476.00
13000000.00,622023.00
8000000.00,8279017.00
30000000.00,32267774.00
22000000.00,55762229.00
45000000.00,19719930.00
28000000.00,60400856.00
18500000.00,4221341.00
14000000.00,10397365.00
10000000.00,20384136.00
40000000.00,66808615.00
16000000.00,33357476.00
13500000.00,687081.00
13000000.00,3058380.00
115000000.00,289423425.00
53000000.00,45207112.00
49000000.00,43905746.00
10350000.00,33201661.00
40000000.00,25288103.00
30000000.00,64172251.00
10000000.00,36696761.00
75000000.00,5409517.00
62000000.00,15738632.00
90000000.00,226164286.00
30000000.00,108244774.00
26000000.00,16521410.00
85000000.00,51396781.00
33000000.00,51758599.00
5000000.00,25544867.00
250000.00,902835.00
50000.00,2335352.00
38000000.00,40334024.00
25000000.00,5516708.00
6000000.00,27457409.00
35000000.00,112692062.00
23000000.00,27338033.00
18000000.00,13491653.00
11000000.00,13558739.00
2000000.00,5383834.00
98000000.00,202007640.00
2000000.00,49388.00
60000000.00,93375151.00
45000000.00,71277420.00
25000000.00,71500556.00
25000000.00,25590119.00
15000000.00,14249005.00
105000000.00,6712451.00
72000000.00,32616869.00
8000000.00,19585.00
5000000.00,6755271.00
45000000.00,76261036.00
28000000.00,50255310.00
23000000.00,21973182.00
12000000.00,17292381.00
53000000.00,57386369.00
50000000.00,267655011.00
38000000.00,24044532.00
151500000.00,198539855.00
40000000.00,4777007.00
30000000.00,52990775.00
28000000.00,74058698.00
3000000.00,17052128.00
1000000.00,852206.00
25000000.00,36833473.00
10000.00,94596.00
4300000.00,6946056.00
94000000.00,131144183.00
1800000.00,3050934.00
72000000.00,112950721.00
38000000.00,144512310.00
16000000.00,28734552.00
90000000.00,78616689.00
13000000.00,16929123.00
3500000.00,3293258.00
40000000.00,27053815.00
38000000.00,16991902.00
14000000.00,3100650.00
13000000.00,22235901.00
700000.00,1140965.00
85000000.00,183417150.00
6000000.00,1030920.00
1000000.00,1067481.00
68000000.00,71069884.00
18000000.00,96493426.00
5000000.00,5308707.00
2100000.00,881824.00
93000000.00,181166115.00
46000000.00,93607673.00
12000000.00,450594.00
6000000.00,3067312.00
5500000.00,6217849.00
100000000.00,180011740.00
400000.00,44452.00
90000000.00,84052762.00
80000000.00,69772969.00
80000000.00,38311134.00
3000000.00,8823109.00
15000000.00,7219578.00
48000000.00,50315140.00
57000000.00,25528495.00
48000000.00,56607223.00
35000000.00,13264986.00
6500000.00,64148.00
1000000.00,113433.00
28000000.00,8434601.00
26000000.00,7496522.00
22000000.00,30059386.00
17000000.00,19693891.00
13000000.00,5002310.00
10000000.00,37904175.00
5000000.00,16017403.00
1000000.00,17127.00
87000000.00,165092266.00
22000000.00,19351569.00
42000000.00,24375436.00
12000000.00,146028.00
10000000.00,11560259.00
10000.00,673780.00
40000000.00,70836296.00
35000000.00,23483357.00
100000.00,1358.00
22000000.00,17951431.00
21000000.00,40222729.00
22000000.00,6047691.00
8500000.00,4273372.00
50000000.00,54997476.00
31000000.00,24185781.00
28000000.00,45172250.00
2000000.00,638227.00
70000000.00,13596911.00
30000000.00,145096820.00
17000000.00,96522687.00
1500000.00,378176.00
60000000.00,18208078.00
47000000.00,29781453.00
35000000.00,31598308.00
10000000.00,7316658.00
19000000.00,41867960.00
18000000.00,15652637.00
10000000.00,4365455.00
10000000.00,226792.00
4500000.00,1472801.00
22000000.00,14252830.00
16000000.00,27087695.00
7000000.00,23247539.00
41000000.00,56083966.00
137000000.00,32131830.00
4000000.00,10097096.00
125000000.00,317575550.00
6000000.00,2025238.00
90000000.00,62362560.00
35000000.00,33422806.00
11000000.00,13906394.00
1000000.00,2402459.00
1700000.00,35930604.00
40000000.00,58855732.00
38000000.00,623374.00
30000000.00,10965209.00
24000000.00,29823162.00
13000000.00,91038276.00
75000000.00,41523271.00
11000000.00,23978402.00
70000000.00,100614858.00
28000000.00,52353636.00
15000000.00,37882551.00
7000000.00,4720371.00
5500000.00,5580479.00
109000000.00,315544750.00
78000000.00,170708996.00
72000000.00,27796042.00
38000000.00,22770864.00
25000000.00,80936232.00
12000000.00,31155435.00
109000000.00,58183966.00
48000000.00,47095453.00
35000000.00,11405825.00
18000000.00,41300105.00
4000000.00,31273922.00
95000000.00,108638745.00
22000000.00,40270895.00
13000000.00,4919896.00
11000000.00,4814244.00
500000.00,1250798.00
70000000.00,78120196.00
17000000.00,37939782.00
160000.00,32092.00
70000000.00,33561137.00
65000000.00,139225854.00
32000000.00,81150692.00
42000000.00,35228696.00
40000000.00,54228104.00
15000000.00,673414.00
11000000.00,41227069.00
10000000.00,16033556.00
70702619.00,227969295.00
16000000.00,40363530.00
3000000.00,19184820.00
2000000.00,2512846.00
70000000.00,19076815.00
36000000.00,71026631.00
20000000.00,48430258.00
12000000.00,37188667.00
12000000.00,2326407.00
1200000.00,18492362.00
60000000.00,43061982.00
60000000.00,30063805.00
35000000.00,30307804.00
4500000.00,92723.00
1200000.00,13876974.00
1100000.00,247740.00
139000000.00,403706375.00
16000000.00,4839383.00
10000000.00,6044618.00
140000000.00,190418803.00
30000000.00,51432423.00
25000000.00,11411644.00
1500000.00,7025722.00
85000000.00,37948765.00
65000000.00,176387405.00
35000000.00,40119709.00
5000000.00,13649881.00
54000000.00,81676888.00
12000000.00,10198766.00
1500000.00,119841.00
50000000.00,8355815.00
48000000.00,95308367.00
26000000.00,36985501.00
22000000.00,75600072.00
40000000.00,6114237.00
78000000.00,92955420.00
14000000.00,25571351.00
12000000.00,378650.00
60000000.00,90580000.00
50000000.00,31874869.00
5000000.00,241438208.00
1500000.00,1222889.00
40000000.00,14448589.00
18000000.00,676698.00
14000000.00,13121555.00
400000.00,1293295.00
45000000.00,7262288.00
42000000.00,41543207.00
6000000.00,21305259.00
6000000.00,54606.00
115000000.00,310676740.00
27000000.00,40803000.00
5500000.00,56653.00
1500000.00,406035.00
15000000.00,8378141.00
80000000.00,73215310.00
46000000.00,67263182.00
38000000.00,39177215.00
3000000.00,3287435.00
2100000.00,313436.00
68000000.00,118471320.00
25000000.00,38230435.00
40000000.00,22433915.00
10000000.00,28564995.00
35000000.00,6630252.00
60000000.00,32122249.00
20000000.00,1190018.00
18500000.00,22498520.00
3500000.00,17504595.00
115000000.00,40914068.00
84000000.00,153294164.00
60000000.00,121468960.00
12000000.00,1779284.00
102000000.00,132024714.00
80000000.00,145771527.00
15600000.00,13571817.00
5600000.00,3064356.00
50000000.00,126293452.00
10000000.00,13684949.00
250000.00,4210379.00
70000000.00,30157016.00
27000000.00,69586544.00
38000000.00,85846296.00
8000000.00,14018296.00
30000000.00,17266505.00
120000000.00,64956806.00
90000000.00,35168966.00
300000.00,16892.00
150000.00,2891288.00
63000000.00,213117789.00
20000000.00,16988996.00
85000000.00,40048332.00
70000000.00,18990542.00
15000000.00,47811275.00
80000000.00,56684819.00
14000000.00,25482931.00
7500000.00,4239767.00
50000000.00,52752475.00
41000000.00,116724075.00
13500000.00,15901849.00
100000000.00,4411102.00
30000000.00,40118420.00
25000000.00,10103647.00
12000000.00,31597131.00
29000000.00,16930185.00
20000000.00,12398628.00
40000000.00,13208023.00
70000000.00,141930000.00
50000000.00,26199517.00
800000.00,881950.00
25000000.00,13973532.00
12000000.00,75781642.00
9000000.00,4777465.00
7500000.00,206400.00
70000000.00,14294842.00
55000000.00,79161.00
35000000.00,18306166.00
30000000.00,6916869.00
19000000.00,10049886.00
10000000.00,30306281.00
8000000.00,3076425.00
4000000.00,4046737.00
60000000.00,50586000.00
38000000.00,127214072.00
21000000.00,6830957.00
15300000.00,81525.00
950000.00,814666.00
13000000.00,28972187.00
200000.00,174682.00
200000.00,162605.00
48000000.00,129094024.00
27000000.00,5204007.00
25000000.00,10719367.00
7000000.00,2062066.00
3000000.00,5853194.00
20000000.00,30113491.00
15000000.00,22723.00
12000000.00,25885000.00
9000000.00,184255.00
5000000.00,64282312.00
825000.00,1500711.00
18000000.00,41059716.00
25000000.00,17791031.00
21000000.00,25296447.00
16000000.00,16357770.00
15000000.00,19161999.00
15000000.00,11660180.00
10000000.00,598645.00
8000000.00,27362712.00
4000000.00,6525762.00
3000000.00,21576018.00
100000000.00,261987880.00
25000000.00,15567860.00
15500000.00,1693000.00
1800000.00,5719000.00
750000.00,47329.00
350000.00,9118.00
142000000.00,160942139.00
20000000.00,12987647.00
12500000.00,14060950.00
10000000.00,33253609.00
100000000.00,38120554.00
47000000.00,14970038.00
40000000.00,4835968.00
17000000.00,12840842.00
7000000.00,6199600.00
45000000.00,66790248.00
43000000.00,24430272.00
11000000.00,13110448.00
80000000.00,104054514.00
15000000.00,30259652.00
12500000.00,28436931.00
500000.00,307631.00
60000000.00,43254409.00
55000000.00,93932896.00
30000000.00,65005217.00
20000000.00,56398162.00
1000000.00,703.00
94000000.00,342548984.00
12500000.00,21078145.00
4500000.00,13084595.00
97000000.00,77730500.00
60000000.00,93354918.00
25000000.00,40108697.00
7500000.00,10465659.00
6000000.00,267194.00
52000000.00,164606800.00
45000000.00,3681811.00
35000000.00,32519322.00
30000000.00,170687518.00
25000000.00,41675994.00
10000000.00,1562800.00
4000000.00,17639.00
1000000.00,213137.00
29000000.00,16007718.00
170000000.00,150358296.00
55000000.00,104354205.00
54000000.00,6087542.00
60000000.00,66723216.00
20000000.00,15543862.00
3300000.00,7563397.00
14000000.00,274299.00
7000000.00,32539681.00
26000000.00,46896664.00
11000000.00,3051221.00
500000.00,1111615.00
30000000.00,3517797.00
125000000.00,214949694.00
15000000.00,42734455.00
10000000.00,1011054.00
1000000.00,464126.00
60000000.00,26483452.00
25000000.00,90639088.00
80000000.00,102543518.00
20000000.00,47901582.00
7000000.00,254683.00
1000000.00,549666.00
55000000.00,12882934.00
50000000.00,19694635.00
24000000.00,75155000.00
15000000.00,9237470.00
25000000.00,34657731.00
10000000.00,1641788.00
4000000.00,563711.00
50000000.00,41083108.00
20000000.00,81261177.00
5800000.00,230312.00
5500000.00,1060512.00
2500000.00,2013052.00
500000.00,5801558.00
103000.00,16137.00
55000000.00,34234008.00
25000000.00,47545060.00
20000000.00,6882696.00
4500000.00,410241.00
68000000.00,33685268.00
15000000.00,8586376.00
5900000.00,3895664.00
1200000.00,58936.00
85000000.00,31111260.00
50000000.00,26599248.00
35200000.00,37788228.00
800000.00,2073984.00
1200000.00,3700000.00
36000000.00,26500000.00
25000000.00,35990505.00
11000000.00,46566212.00
3000000.00,2255000.00
7800000.00,10130108.00
52000000.00,23010607.00
9000000.00,6126237.00
6000000.00,17583468.00
28000000.00,11689053.00
20000000.00,67383924.00
15000000.00,34308901.00
4500000.00,181655.00
28000000.00,52131264.00
20000000.00,121972.00
17500000.00,325491.00
15000000.00,12212417.00
15000000.00,220944.00
4000000.00,3816594.00
35000000.00,7659747.00
17000000.00,22734486.00
150000000.00,139270910.00
140000000.00,111110575.00
18000000.00,30272254.00
1100000.00,39659.00
150000000.00,281553689.00
81000000.00,242704995.00
94000000.00,380529370.00
60000000.00,106126012.00
10000000.00,15417771.00
76000000.00,127120058.00
5500000.00,3031801.00
4300000.00,20779666.00
26000000.00,110222438.00
75000000.00,30207785.00
30000000.00,26214846.00
25000000.00,39402572.00
7000000.00,196067.00
5000000.00,121016.00
137000000.00,132177234.00
30000000.00,14208384.00
12000000.00,4922166.00
9000000.00,454255.00
120000000.00,100814328.00
8000000.00,45064915.00
50000000.00,105807520.00
50000000.00,60470220.00
1750000.00,145540.00
75000000.00,43632458.00
20000000.00,132675402.00
6500000.00,6173485.00
5400000.00,792200.00
45000000.00,59472278.00
32000000.00,173398518.00
130000000.00,138540870.00
45000000.00,28013509.00
16000000.00,14108518.00
10000000.00,8112414.00
2000000.00,37227.00
7500000.00,533344.00
90000000.00,65653758.00
86000000.00,120277854.00
40000000.00,111760631.00
15000000.00,353743.00
4000000.00,146402.00
70000000.00,116877597.00
30000000.00,90135191.00
26000000.00,58331254.00
25000000.00,82622655.00
2000000.00,6003587.00
2000000.00,4601043.00
41000000.00,22108977.00
20000000.00,1646664.00
14000000.00,15549702.00
1000000.00,280351.00
25000000.00,35623801.00
5000000.00,742898.00
500000.00,254293.00
60000000.00,104148781.00
5000000.00,8460000.00
125000000.00,305411224.00
30000000.00,42070939.00
22000000.00,51970690.00
18000000.00,3203044.00
1000000.00,1239183.00
85000000.00,47641743.00
40000000.00,9652000.00
35000000.00,5781086.00
18000000.00,43601508.00
11000000.00,4068087.00
2500000.00,432360.00
19000000.00,56127162.00
500000.00,13134.00
60000000.00,35327628.00
55000000.00,70098138.00
17000000.00,37667746.00
7000000.00,10199354.00
6000000.00,181798.00
70000000.00,66432867.00
17000000.00,1569918.00
9000000.00,80571655.00
300000.00,2528664.00
12000000.00,4717455.00
60000000.00,4426297.00
45000000.00,110000082.00
35000000.00,52333738.00
8000000.00,336456.00
3000000.00,1266955.00
6000000.00,2207975.00
56000000.00,135560942.00
7000000.00,12634962.00
800000.00,58163.00
250000.00,3802390.00
78000000.00,66465204.00
1900000.00,1420578.00
500000.00,19800.00
135000000.00,93926386.00
80000000.00,20950820.00
300000.00,7718961.00
109000000.00,101018283.00
40000000.00,59588068.00
20000000.00,16248701.00
90000000.00,75817994.00
80000000.00,19480739.00
65000000.00,26900336.00
18000000.00,60060328.00
4000000.00,8291572.00
2000000.00,7301288.00
5600000.00,32543449.00
29000000.00,56330657.00
4000000.00,44585453.00
2000000.00,1660865.00
1500000.00,21158188.00
80000000.00,124685242.00
55000000.00,33832741.00
27000000.00,765637.00
12000000.00,11634362.00
94000000.00,377845905.00
65000000.00,63803100.00
16500000.00,13005485.00
10000000.00,31011616.00
1300000.00,77755.00
5000000.00,34469210.00
100000000.00,48417850.00
80000000.00,95632614.00
60000000.00,53789313.00
40000000.00,138614544.00
15000000.00,2281585.00
7000.00,900.00
23000000.00,16123851.00
75000000.00,161412000.00
60000000.00,74541707.00
22000000.00,12784713.00
3000000.00,6879730.00
42000000.00,88073507.00
40000000.00,21176322.00
10000000.00,6491969.00
24000000.00,16980098.00
13000000.00,57924679.00
2000000.00,4593598.00
50000000.00,6471394.00
8000000.00,40066497.00
850000.00,833118.00
500000.00,1127331.00
110000000.00,50026353.00
60000000.00,59623958.00
56000000.00,46213824.00
30000000.00,28165882.00
10000000.00,488872.00
2000000.00,5792822.00
75000000.00,120776832.00
39000000.00,5881504.00
26000000.00,14469428.00
25000000.00,17718223.00
15000000.00,29331068.00
10400000.00,1610194.00
25000000.00,370782930.00
50000000.00,25195050.00
8500000.00,5001655.00
6400000.00,4063859.00
5000000.00,84733.00
30000000.00,13001257.00
20000000.00,15712072.00
16000000.00,11540112.00
12500000.00,1110186.00
6700000.00,223878.00
35000000.00,33987757.00
12000000.00,11050094.00
28000000.00,58990765.00
20000000.00,34366518.00
20000000.00,2353728.00
35000000.00,39692139.00
35000000.00,25266129.00
25000000.00,84185387.00
130000000.00,249538952.00
55000000.00,66207920.00
33000000.00,33664370.00
20000000.00,8047525.00
60000000.00,77906816.00
30000000.00,57139723.00
8500000.00,298347.00
3400000.00,493905.00
32000000.00,17848322.00
30000000.00,14334645.00
20000000.00,13548322.00
18000000.00,86047227.00
17000000.00,2694071.00
78000000.00,67286731.00
60000000.00,88200225.00
92000000.00,261441092.00
40000000.00,13395939.00
150000000.00,133298577.00
9000000.00,12232382.00
70000000.00,441226247.00
125000000.00,186740799.00
50000000.00,37485528.00
16000000.00,13922211.00
5000000.00,8886160.00
10000.00,1987.00
28000000.00,64378093.00
18000000.00,65070412.00
18000000.00,16703799.00
15000000.00,501752.00
4000000.00,10941801.00
100000.00,110536.00
60000000.00,100170152.00
30000000.00,20422207.00
7500000.00,197148.00
780000.00,1310470.00
500000.00,30500882.00
400000.00,592014.00
110000000.00,24004159.00
75000000.00,77073959.00
30000000.00,114326736.00
20000000.00,69148997.00
6000000.00,119114517.00
72000000.00,19176754.00
30000000.00,81001787.00
15000000.00,13337299.00
200000000.00,373524485.00
12000000.00,31203964.00
170000000.00,120150546.00
40000000.00,14018364.00
800000.00,62544.00
65000.00,11529368.00
90000000.00,51877963.00
105000000.00,144801023.00
19000000.00,51438175.00
4600000.00,3479302.00
3200000.00,6529624.00
100000000.00,40202379.00
85000000.00,176087450.00
6500000.00,1029017.00
2500000.00,26782316.00
80000000.00,65948711.00
71682975.00,114197520.00
55000000.00,6768055.00
9000000.00,18225165.00
30000000.00,61255921.00
15000000.00,10411980.00
7000.00,424760.00
65000000.00,52397389.00
70000000.00,80281096.00
20000000.00,19762690.00
78000000.00,41814863.00
30000000.00,58156435.00
500000.00,603951.00
27000000.00,8712564.00
25000000.00,31526393.00
20000000.00,9109322.00
17000000.00,53652140.00
10000000.00,366301.00
23000000.00,12189514.00
12000000.00,17321573.00
92000000.00,22406362.00
35000000.00,22913677.00
30000000.00,16323969.00
25000000.00,14589444.00
6800000.00,25032.00
25000000.00,84136909.00
10000000.00,9408183.00
2600000.00,2276368.00
70000000.00,37760080.00
35000000.00,16862585.00
30000000.00,21800302.00
1400000.00,36830.00
50000000.00,66711892.00
40000000.00,463730.00
30000000.00,9055010.00
5000000.00,13542874.00
1000000.00,227241.00
50000000.00,50740078.00
45000000.00,32003620.00
200000.00,126021.00
11000000.00,3753806.00
170000000.00,194949659.00
110000000.00,125531634.00
50000000.00,24006726.00
400000.00,31425.00
40000000.00,57887882.00
20000000.00,32774834.00
18000000.00,7739049.00
10000000.00,70527.00
17000000.00,71502303.00
10000000.00,110359362.00
5000000.00,1082044.00
200000.00,381225.00
40000000.00,75305995.00
20000000.00,5005899.00
1200000.00,55968727.00
120000000.00,57712751.00
100000000.00,59475623.00
50000000.00,75367693.00
400000.00,44540956.00
45000000.00,95149435.00
100000000.00,173005002.00
30000000.00,85416609.00
5000000.00,5211842.00
155000000.00,34297191.00
50000000.00,73701902.00
7500000.00,3347647.00
55000000.00,6167817.00
5500000.00,3629758.00
40000000.00,47958031.00
26000000.00,23514247.00
57000000.00,28328132.00
50000000.00,40203020.00
29000000.00,17016190.00
25000000.00,51676606.00
11000000.00,10214647.00
7000000.00,2938532.00
30000000.00,100492203.00
110000000.00,102608827.00
100000000.00,118627117.00
75000000.00,42044321.00
75000000.00,21009180.00
24000000.00,6144806.00
13300000.00,2086345.00
10000000.00,228524.00
60000000.00,279167575.00
55000000.00,51225796.00
17500000.00,23519128.00
45000000.00,48114556.00
10600000.00,22163442.00
30000000.00,3765585.00
26000000.00,45489752.00
40000000.00,74103820.00
25000000.00,39053061.00
45000000.00,16809014.00
5500000.00,1023424.00
750000.00,41196.00
65000000.00,24409722.00
45000000.00,67264877.00
30000000.00,49772522.00
30000000.00,20040895.00
20000000.00,82674398.00
425000.00,12604.00
25000000.00,51100486.00
20000000.00,5178569.00
5000000.00,16670.00
70000.00,4930.00
80000000.00,1900451.00
32000000.00,43095856.00
25000000.00,5654777.00
55000000.00,25857987.00
100000000.00,17018422.00
75000000.00,75976178.00
15000000.00,32647042.00
13500000.00,5501940.00
50000000.00,19699706.00
35000000.00,19294901.00
5500000.00,50406346.00
88000000.00,61649911.00
25000000.00,11273517.00
1000000.00,2678010.00
50000000.00,75941727.00
25000000.00,24381334.00
20000000.00,468867.00
1000000.00,3700.00
60000000.00,48478006.00
35000000.00,68915888.00
3500000.00,96793.00
3000000.00,707391.00
1500000.00,712294.00
25000000.00,36351350.00
